ncbi.name,pathogenid,taxid,baltimore,order,family,genus,rna,rt,double_stranded,negative_sense,positive_sense,enveloped,circular,segmented,cytoplasm,size_MB,size_KB,CDS,GC,max_bread,max_bread_nh,tip
red-bellied tamarin adenovirus,2301509,2301509,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Red-bellied_tamarin_adenovirus
red-faced spider monkey adenovirus,2301510,2301510,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Red-faced_spider_monkey_adenovirus
reindeer gammaherpesvirus,26745639,1249499,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Reindeer_gammaherpesvirus
reindeer parapoxvirus,3727116,262725,group i,na,poxviridae,parapoxvirus,0,0,1,0,0,1,0,0,1,0.13690575,136.90575,129,62.2,0,0,Reindeer_parapoxvirus
respiratory syncytial virus,3437828,12814,group v,mononegavirales,pneumoviridae,orthopneumovirus,1,0,0,1,0,1,0,0,1,0.015191,15.191,10,33.2,186.8,186.8,Respiratory_syncytial_virus
reston ebolavirus,3658151,186539,group v,mononegavirales,filoviridae,ebolavirus,1,0,0,1,0,1,0,0,1,0.018891,18.891,9,40.6,186.8,186.8,Reston_ebolavirus
rhesus macaque norovirus,4170942,872275,group iv,na,caliciviridae,norovirus,1,0,0,0,1,0,0,0,1,0.007447917,7.4479167,3,51.575,0,0,Rhesus_macaque_norovirus
rhesus macaque recovirus,4172330,875071,group iv,na,caliciviridae,recovirus,1,0,0,0,1,0,0,0,1,0.006714,6.714,3,46.6,0,0,Rhesus_macaque_recovirus
rhesus monkey astrovirus,2126056,2126056,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Rhesus_monkey_astrovirus
rhinolophus affinis pestivirus 1,27352658,1195372,group iv,na,flaviviridae,pestivirus,1,0,0,0,1,1,0,0,1,0.01221675,12.21675,1,45.71,0,0,Rhinolophus_affinis_pestivirus_1
rhinolophus bat coronavirus hku2,4073257,693998,group iv,nidovirales,coronaviridae,Alphacoronavirus,1,0,0,0,1,1,0,0,1,0.027165,27.165,8,39.3,167.8,167.8,Rhinolophus_bat_coronavirus_HKU2
rhinolophus ferrumequinum astrovirus,2108207,2108207,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Rhinolophus_ferrumequinum_astrovirus
rhinolophus ferrumequinum betaherpesvirus 2,27271410,1325402,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Rhinolophus_ferrumequinum_betaherpesvirus_2
rhinolophus ferrumequinum coronavirus,27785053,1487704,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,134.8,134.8,Rhinolophus_ferrumequinum_coronavirus
rhinolophus ferrumequinum paramyxovirus,27755953,1387881,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,0,0,Rhinolophus_ferrumequinum_paramyxovirus
rhinolophus hipposideros betaherpesvirus 1,27741057,1325403,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Rhinolophus_hipposideros_betaherpesvirus_1
rhinolophus hipposideros coronavirus,27785055,1487705,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Rhinolophus_hipposideros_coronavirus
rhinolophus monoceros coronavirus,27498740,1881090,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Rhinolophus_monoceros_coronavirus
rhinolophus pearsoni bunyavirus,26302896,1387882,group v,bunyavirales,peribunyaviridae,peribunyaviridae,1,0,0,1,0,1,0,1,1,0.012305,12.305,4,35.294,0,0,Rhinolophus_pearsoni_bunyavirus
rhinolophus pusillus adenovirus,2108209,2108209,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Rhinolophus_pusillus_adenovirus
rhinolophus pusillus astrovirus,2108208,2108208,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Rhinolophus_pusillus_astrovirus
rhinolophus pusillus norovirus,2108212,2108212,group iv,na,caliciviridae,norovirus,1,0,0,0,1,0,0,0,1,0.007447917,7.4479167,3,51.575,0,0,Rhinolophus_pusillus_norovirus
rhinolophus sinicus astrovirus 1,1195369,1195369,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Rhinolophus_sinicus_astrovirus_1
rhinovirus a,3622611,147711,group iv,picornavirales,picornaviridae,enterovirus,1,0,0,0,1,0,0,0,1,0.0071445,7.1445,1,38.25,180.4,0,Rhinovirus_A
rhinovirus b,3622612,147712,group iv,picornavirales,picornaviridae,enterovirus,1,0,0,0,1,0,0,0,1,0.007208,7.208,1,39.9,0,0,Rhinovirus_B
rhinovirus c,3905854,463676,group iv,picornavirales,picornaviridae,enterovirus,1,0,0,0,1,0,0,0,1,0.007099,7.099,1,42.8,15.8,0,Rhinovirus_C
rhopapillomavirus 1,3750238,1176146,group i,na,papillomaviridae,rhopapillomavirus,0,0,1,0,0,0,1,0,0,0.0077885,7.7885,7,47.5,0,0,Rhopapillomavirus_1
rhopapillomavirus 2,27556939,1961785,group i,na,papillomaviridae,rhopapillomavirus,0,0,1,0,0,0,1,0,0,0.007622,7.622,6,45.1,0,0,Rhopapillomavirus_2
rift valley fever phlebovirus,3436428,1933187,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.011979,11.979,4,45.1243,186.8,186.8,Rift_Valley_fever_phlebovirus
rinderpest morbillivirus,3436152,11241,group v,mononegavirales,paramyxoviridae,morbillivirus,1,0,0,1,0,1,0,0,1,0.015882,15.882,7,48,186.8,186.8,Rinderpest_morbillivirus
ring tailer lemur adenovirus,2301517,2301517,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Ring_tailer_lemur_adenovirus
ringed seal herpesvirus,27553413,1419111,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Ringed_seal_herpesvirus
rio bravo virus,3502559,64285,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.01014,10.14,1,43.2,0,0,Rio_Bravo_virus
rio grande virus,4022315,629740,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.012165813,12.16581287,4,43.2699,187,187,Rio_Grande_virus
rio mamore hantavirus,3472149,46920,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,180.4,87.4,Rio_Mamore_hantavirus
rio negro virus,3787098,332097,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011494,11.494,2,48.7,0,0,Rio_Negro_virus
rio segundo hantavirus,3455314,37207,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,70,70,Rio_Segundo_hantavirus
rockport orthohantavirus,24583980,1980488,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.012035,12.035,3,35.0544,0,0,Rockport_orthohantavirus
rodent adenovirus,2050010,2050010,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,160,160,Rodent_adenovirus
rodent arterivirus,27467906,1806636,group iv,nidovirales,arteriviridae,arteriviridae,1,0,0,0,1,1,0,0,1,0.015224,15.224,8,51.8,159.6,159.6,Rodent_arterivirus
rodent astrovirus,1914442,1914442,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.006861,6.861,3,50.7,87.4,87.4,Rodent_astrovirus
rodent hantavirus,26205328,2050013,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,159.6,159.6,Rodent_hantavirus
rodent hepacivirus,25871291,1281454,group iv,na,flaviviridae,hepacivirus,1,0,0,0,1,1,0,0,1,0.009656,9.656,1,55.4,150.2,150.2,Rodent_hepacivirus
rodent hepatovirus,27088382,1745247,group iv,picornavirales,picornaviridae,hepatovirus,1,0,0,0,1,0,0,0,1,0.007409333,7.409333333,1,37.867,150.2,150.2,Rodent_hepatovirus
rodent paramyxovirus,27578400,1497434,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,87.4,87.4,Rodent_paramyxovirus
rodent pegivirus,25870182,1321391,group iv,na,flaviviridae,pegivirus,1,0,0,0,1,1,0,0,1,0.009864667,9.864666667,1,57.4,46.2,46.2,Rodent_pegivirus
rodent protoparvovirus 1,3435425,1511908,group ii,na,parvoviridae,protoparvovirus,0,0,0,0,1,0,0,0,0,0.005149,5.149,7,42.1,87.4,87.4,Rodent_protoparvovirus_1
rodent torque teno virus 1,27864476,1514664,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,87.4,87.4,Rodent_Torque_teno_virus_1
rodent torque teno virus 2,27584525,1514665,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002572,2.572,3,46.9,87.4,87.4,Rodent_Torque_teno_virus_2
rodent torque teno virus 3,2054610,2054610,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.003433,3.433,1,50.2,87.4,87.4,Rodent_Torque_teno_virus_3
rodent torque teno virus 4,2054611,2054611,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002561,2.561,1,49.2,87.4,87.4,Rodent_Torque_teno_virus_4
rodent torque teno virus 5,2054612,2054612,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Rodent_Torque_teno_virus_5
rodent torque teno virus 6,2054613,2054613,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002505,2.505,3,45.5,0,0,Rodent_Torque_teno_virus_6
rodent torque teno virus 7,2054614,2054614,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002379,2.379,1,48.3,0,0,Rodent_Torque_teno_virus_7
rodent torque teno virus 8,2054615,2054615,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Rodent_Torque_teno_virus_8
rosavirus a,26310408,1511805,group iv,picornavirales,picornaviridae,rosavirus,1,0,0,0,1,0,0,0,1,0.00884,8.84,1,51.8,0,0,Rosavirus_A
rosavirus b,27501990,1902501,group iv,picornavirales,picornaviridae,rosavirus,1,0,0,0,1,0,0,0,1,0.008938,8.938,1,50.9,0,0,Rosavirus_B
rosavirus c,27725003,1902502,group iv,picornavirales,picornaviridae,rosavirus,1,0,0,0,1,0,0,0,1,0.009112,9.112,1,51,51.8,51.8,Rosavirus_C
ross river virus,3435787,11029,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011948,11.948,2,51,282.4,282.4,Ross_River_virus
rotavirus a,3442995,28875,group iii,na,reoviridae,rotavirus,1,0,1,0,0,0,0,1,1,0.018562,18.562,12,33.7338,282.4,282.4,Rotavirus_A
rotavirus b,3442996,28876,group iii,na,reoviridae,rotavirus,1,0,1,0,0,0,0,1,1,0.017934,17.934,12,36.7891,186.8,186.8,Rotavirus_B
rotavirus c,3454045,36427,group iii,na,reoviridae,rotavirus,1,0,1,0,0,0,0,1,1,0.016827,16.827,11,35.8095,186.8,167.6,Rotavirus_C
rotavirus h,26346512,1348384,group iii,na,reoviridae,rotavirus,1,0,1,0,0,0,0,1,1,0.017961,17.961,11,33.509,0,0,Rotavirus_H
rotavirus i,26745797,1637496,group iii,na,reoviridae,rotavirus,1,0,1,0,0,0,0,1,1,0.017989,17.989,12,35.3453,121,121,Rotavirus_I
roundleaf bat hepatitis b virus,27304566,1508710,group vii,na,hepadnaviridae,orthohepadnavirus,0,1,1,0,0,0,1,0,0,0.003368,3.368,4,53.1,0,0,Roundleaf_bat_hepatitis_B_virus
rousettus aegyptiacus adenovirus,1967296,1967296,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.029342,29.342,25,36.4,0,0,Rousettus_aegyptiacus_adenovirus
rousettus aegyptiacus betaherpesvirus 1,27764711,1325404,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Rousettus_aegyptiacus_betaherpesvirus_1
rousettus aegyptiacus betaherpesvirus 2,27764713,1325405,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Rousettus_aegyptiacus_betaherpesvirus_2
rousettus bat coronavirus gccdc1,27724327,2501962,group iv,nidovirales,coronaviridae,betacoronavirus,1,0,0,0,1,1,0,0,1,0.030161,30.161,10,45.3,0,0,Rousettus_bat_coronavirus_GCCDC1
rousettus bat coronavirus hku9,4073264,694006,group iv,nidovirales,coronaviridae,betacoronavirus,1,0,0,0,1,1,0,0,1,0.029114,29.114,8,41,45.2,45.2,Rousettus_bat_coronavirus_HKU9
royal farm virus,3502565,64288,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.010254,10.254,1,54,0,0,Royal_Farm_virus
rubella virus,3435809,11041,group iv,na,togaviridae,rubivirus,1,0,0,0,1,1,0,0,1,0.009762,9.762,2,69.6,0,0,Rubella_virus
ruminant rhadinovirus 2,26745859,1834538,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.1021695,102.1695,81,43.867,0,0,Ruminant_rhadinovirus_2
rupicapra pyrenaica gammaherpesvirus 1,27376841,1647106,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Rupicapra_pyrenaica_gammaherpesvirus_1
rupicapra rupicapra gammaherpesvirus 1,3846198,397369,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,9.4,9.4,Rupicapra_rupicapra_gammaherpesvirus_1
ryukyu mammarenavirus,26303034,2169995,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010507,10.507,4,42.8083,0,0,Ryukyu_mammarenavirus
saaremaa hantavirus,3633082,159479,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,23.8,23.8,Saaremaa_hantavirus
saboya virus,3502557,64284,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.010173,10.173,1,47.7,0,0,Saboya_virus
saguinus adenovirus 1,24653182,1088786,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Saguinus_adenovirus_1
saimiri boliviensis polyomavirus 1,3895567,1891774,group i,na,polyomaviridae,betapolyomavirus,0,0,1,0,0,0,1,0,0,0.005075,5.075,6,37.9,3.6,3.6,Saimiri_boliviensis_polyomavirus_1
saimiri sciureus lymphocryptovirus 3,3765580,308721,group i,herpesvirales,herpesviridae,lymphocryptovirus,0,0,1,0,0,1,0,0,0,0.086721667,86.72166667,77,58.867,0,0,Saimiri_sciureus_lymphocryptovirus_3
saimiriine alphaherpesvirus 1,3434796,10353,group i,herpesvirales,herpesviridae,simplexvirus,0,0,1,0,0,1,0,0,0,0.156742,156.742,70,67.1,96,96,Saimiriine_alphaherpesvirus_1
saimiriine gammaherpesvirus 2,3434845,10381,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.11293,112.93,76,34.5,96,96,Saimiriine_gammaherpesvirus_2
saimiriine herpesvirus 3,3610481,134392,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Saimiriine_herpesvirus_3
saint louis encephalitis virus,3435876,11080,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.01094,10.94,1,49.7,282.4,282.4,Saint_Louis_encephalitis_virus
sakobuvirus a,26747761,1659771,group iv,picornavirales,picornaviridae,sakobuvirus,1,0,0,0,1,0,0,0,1,0.007807,7.807,1,55.5,0,0,Sakobuvirus_A
salivirus a,26346802,1330524,group iv,picornavirales,picornaviridae,salivirus,1,0,0,0,1,0,0,0,1,0.007989,7.989,1,56.7,0,0,Salivirus_A
san miguel sea lion virus 12,2587462,2587462,group iv,na,caliciviridae,vesivirus,1,0,0,0,1,0,0,0,1,0.008297286,8.297285714,3,47.4286,0,0,San_Miguel_sea_lion_virus_12
san miguel sea lion virus 8,26747931,1564182,group iv,na,caliciviridae,vesivirus,1,0,0,0,1,0,0,0,1,0.008489,8.489,3,51.3,0,0,San_Miguel_sea_lion_virus_8
sandfly fever naples phlebovirus,3676287,1933189,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.012488,12.488,4,44.5977,186.8,186.8,Sandfly_fever_Naples_phlebovirus
sandfly fever sicilian virus,3442101,28292,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.012603,12.603,4,43.6384,0,0,Sandfly_fever_Sicilian_virus
sangassou orthohantavirus,3810695,1980489,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.011928,11.928,3,38.7705,0,0,Sangassou_orthohantavirus
sapelovirus a,4067497,686984,group iv,picornavirales,picornaviridae,sapelovirus,1,0,0,0,1,0,0,0,1,0.007499,7.499,1,41,0,0,Sapelovirus_A
sapelovirus b,4067498,686985,group iv,picornavirales,picornaviridae,sapelovirus,1,0,0,0,1,0,0,0,1,0.008126,8.126,1,40.4,0,0,Sapelovirus_B
sapporo virus,3556752,95342,group iv,na,caliciviridae,sapovirus,1,0,0,0,1,0,0,0,1,0.007458,7.458,2,51.5,186.8,186.8,Sapporo_virus
sarufutsu virus,26302904,1405791,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Sarufutsu_virus
sathuperi orthobunyavirus,3632766,159141,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012034,12.034,4,35.4595,0,0,Sathuperi_orthobunyavirus
schmallenberg orthobunyavirus,25865481,2560743,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012094,12.094,4,35.5441,45.4,45.4,Schmallenberg_orthobunyavirus
schreiber's bent-winged bat adenovirus,2170312,2170312,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Schreibers_bent-winged_bat_adenovirus
scotophilus bat coronavirus 512,4073258,693999,group iv,nidovirales,coronaviridae,Alphacoronavirus,1,0,0,0,1,1,0,0,1,0.028203,28.203,6,40.1,43.6,43.6,Scotophilus_bat_coronavirus_512
scotophilus kuhlii coronavirus,27721961,1881051,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Scotophilus_kuhlii_coronavirus
sea lion mastadenovirus a,4220432,1986024,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031709,31.709,30,36,61.2,61.2,Sea_lion_mastadenovirus_A
sea otter adenovirus 1,27722107,1882383,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Sea_otter_adenovirus_1
sea otter parvovirus 1,27722105,1882382,group ii,na,parvoviridae,parvoviridae,0,0,0,0,1,0,0,0,0,0.004639,4.639,3,38.9,0,0,Sea_otter_parvovirus_1
sea otter polyomavirus 1,27595044,1552409,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005145,5.145,6,46.5,0,0,Sea_otter_polyomavirus_1
sea otter poxvirus,26747763,1416741,group i,na,poxviridae,chordopoxvirinae,0,0,1,0,0,1,0,0,1,0.127879,127.879,132,31.3,0,0,Sea_otter_poxvirus
seal anellovirus 2,26745981,1427157,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002149,2.149,3,48.2,0,0,Seal_anellovirus_2
seal anellovirus 3,26347630,1427156,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002169,2.169,3,48.8,0,0,Seal_anellovirus_3
seal anellovirus 4,26347632,1566011,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002223,2.223,1,48.3,0,0,Seal_anellovirus_4
seal parapoxvirus,3659447,187984,group i,na,poxviridae,parapoxvirus,0,0,1,0,0,1,0,0,1,0.127941,127.941,120,55.9,61.2,61.2,Seal_parapoxvirus
seal parvovirus,26745923,1427158,group ii,na,parvoviridae,protoparvovirus,0,0,0,0,1,0,0,0,0,0.005291625,5.291625,3,42.8125,4.6,4.6,Seal_parvovirus
seewis orhtohantavirus,3893898,2560748,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.001641,1.641,1,43.1,60.6,60.6,Seewis_orhtohantavirus
semliki forest virus,3435795,11033,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011442,11.442,3,53.2,186.8,186.8,Semliki_Forest_virus
sen virus,3612885,136966,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,SEN_virus
senecavirus a,3839662,390157,group iv,picornavirales,picornaviridae,senecavirus,1,0,0,0,1,0,0,0,1,0.00731,7.31,1,51.4,0,0,Senecavirus_A
senegalvirus marseillevirus,4221557,944645,group i,na,marseilleviridae,marseillevirus,0,0,1,0,0,0,1,0,1,0.221505,221.505,0,44.7,0,0,Senegalvirus_marseillevirus
seoul orthohantavirus,3436464,1980490,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.01195,11.95,3,38.9753,186.8,186.8,Seoul_orthohantavirus
serang virus,3960787,528322,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Serang_virus
serotine bat adenovirus 1,27589169,1530300,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,serotine_bat_adenovirus_1
serotine bat adenovirus 2,27589171,1530301,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,serotine_bat_adenovirus_2
serra do navio mammarenavirus,3469106,2169996,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010387,10.387,4,40.4118,45.8,45.8,Serra_do_Navio_mammarenavirus
severe acute respiratory syndrome-related coronavirus,4073267,694009,group iv,nidovirales,coronaviridae,betacoronavirus,1,0,0,0,1,1,0,0,1,0.029751,29.751,14,40.8,186.8,186.8,Severe_acute_respiratory_syndrome-related_coronavirus
sfts phlebovirus,25865475,1933190,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.010988942,10.98894156,4,48.736,186.8,186.8,SFTS_phlebovirus
shamonda orthobunyavirus,3632773,159150,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012104,12.104,4,36.0797,0,0,Shamonda_orthobunyavirus
sheep polyomavirus 1,26745795,1634381,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005132,5.132,7,46.2,0,0,Sheep_polyomavirus_1
sheeppox virus,3434661,10266,group i,na,poxviridae,capripoxvirus,0,0,1,0,0,1,0,0,1,0.1502,150.2,150,25,23.6,23.6,Sheeppox_virus
shimoni bat lyssavirus,4100059,746543,group v,mononegavirales,rhabdoviridae,lyssavirus,1,0,0,1,0,1,0,0,1,0.012045,12.045,5,39.1,136.4,136.4,Shimoni_bat_lyssavirus
shrew adenovirus,2050011,2050011,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,22.8,22.8,Shrew_adenovirus
shrew astrovirus,2050009,2050009,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,76.8,76.8,Shrew_astrovirus
shrew calicivirus,2050022,2050022,group iv,na,caliciviridae,caliciviridae,1,0,0,0,1,0,0,0,1,0.007632578,7.632577778,3,51.1,0,0,Shrew_calicivirus
shrew hantavirus,26205330,2050014,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Shrew_hantavirus
shrew hepatovirus,27684675,1745248,group iv,picornavirales,picornaviridae,hepatovirus,1,0,0,0,1,0,0,0,1,0.007409333,7.409333333,1,37.867,0,0,Shrew_hepatovirus
shrew pegivirus,26532094,1281453,group iv,na,flaviviridae,pegivirus,1,0,0,0,1,1,0,0,1,0.009864667,9.864666667,1,57.4,0,0,Shrew_pegivirus
shuni orthobunyavirus,3632771,159148,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012112,12.112,4,35.083,167.2,167.2,Shuni_orthobunyavirus
sichuan takin astrovirus,2220003,2220003,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006233,6.233,3,53.7,0,0,Sichuan_takin_astrovirus
sigmapapillomavirus 1,3750239,1176147,group i,na,papillomaviridae,sigmapapillomavirus,0,0,1,0,0,0,1,0,0,0.007428,7.428,7,44.8,0,0,Sigmapapillomavirus_1
silverwater virus,26532096,1564099,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.012165813,12.16581287,4,43.2699,0,0,Silverwater_virus
simbu orthobunyavirus,3452226,35306,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012172,12.172,4,34.483,186.8,0,Simbu_orthobunyavirus
simian adenovirus 12,26205464,1715782,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035252815,35.25281538,17,57.375,0,0,Simian_adenovirus_12
simian adenovirus 15,26205460,1715780,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035252815,35.25281538,17,57.375,0,0,Simian_adenovirus_15
simian adenovirus 19,3457372,38416,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.034064,34.064,36,52.2,0,0,Simian_adenovirus_19
simian adenovirus 2,3457374,38418,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035252815,35.25281538,17,57.375,0,0,Simian_adenovirus_2
simian adenovirus 5,26205462,1715781,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035252815,35.25281538,17,57.375,0,0,Simian_adenovirus_5
simian adenovirus 8,3860544,413258,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.035685,35.685,36,60.3,0,0,Simian_adenovirus_8
