pathogenid,Name,abs,classified,TID,B,O,F,G,G_abb
26346802,salivirus a,,,1330524,group iv,picornavirales,picornaviridae,salivirus,Sali
24641374,california sea lion sapelovirus 1,california sea lion sapelovirus 1,0,1073967,group iv,picornavirales,picornaviridae,sapelovirus,Sapl
4067497,sapelovirus a,,,686984,group iv,picornavirales,picornaviridae,sapelovirus,Sapl
4067498,sapelovirus b,,,686985,group iv,picornavirales,picornaviridae,sapelovirus,Sapl
3839662,senecavirus a,,,390157,group iv,picornavirales,picornaviridae,senecavirus,Senca
3595892,teschovirus a,,,118140,group iv,picornavirales,picornaviridae,teschovirus,Tesch
3436278,influenza a virus,Influenza A,1,11320,group v,articulavirales,orthomyxoviridae,alphainfluenzavirus,AlphaInflu
3436338,influenza b virus,Influenza B,1,11520,group v,articulavirales,orthomyxoviridae,betainfluenzavirus,BetaInflu
26331886,influenza d virus,Influenza D,1,1511084,group v,articulavirales,orthomyxoviridae,deltainfluenzavirus,DeltaInflu
3436385,influenza c virus,Influenza C,1,11552,group v,articulavirales,orthomyxoviridae,gammainfluenzavirus,Gaminflu
3805214,araguari virus,,,352236,group v,articulavirales,orthomyxoviridae,thogotovirus,Thogt
26536111,bourbon virus,,,1618189,group v,articulavirales,orthomyxoviridae,thogotovirus,Thogt
3436274,dhori thogotovirus,,,11318,group v,articulavirales,orthomyxoviridae,thogotovirus,Thogt
3436405,thogoto thogotovirus,,,11569,group v,articulavirales,orthomyxoviridae,thogotovirus,Thogt
24322795,black mesa virus,,,587123,group v,bunyavirales,arenaviridae,arenaviridae,NA
26302930,bobomene virus,,,1480698,group v,bunyavirales,arenaviridae,arenaviridae,NA
26302920,cardamones virus,,,1437125,group v,bunyavirales,arenaviridae,arenaviridae,NA
3922446,dandenong virus,,,483046,group v,bunyavirales,arenaviridae,arenaviridae,NA
2050008,jerboa arenavirus,JEAreV,1,2050008,group v,bunyavirales,arenaviridae,arenaviridae,NA
3879777,kodoko virus,,,434491,group v,bunyavirales,arenaviridae,arenaviridae,NA
26302838,middle pease river virus,MpRV,1,1237118,group v,bunyavirales,arenaviridae,arenaviridae,NA
26302888,natorduori virus,,,1357966,group v,bunyavirales,arenaviridae,arenaviridae,NA
26302932,omdraaivlei virus,,,1480699,group v,bunyavirales,arenaviridae,arenaviridae,NA
24322794,orogrande virus,,,587122,group v,bunyavirales,arenaviridae,arenaviridae,NA
26302974,patawa virus,,,1545496,group v,bunyavirales,arenaviridae,arenaviridae,NA
26302934,witsand virus,,,1480700,group v,bunyavirales,arenaviridae,arenaviridae,NA
4242120,gbagroube virus,,,980879,group v,bunyavirales,arenaviridae,arenavirus,Arena
3924930,pinhal virus,,,485722,group v,bunyavirales,arenaviridae,arenavirus,Arena
3620060,allpahuayo mammarenavirus,AALV,1,144752,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3436479,argentinian mammarenavirus,JUNV,1,2169991,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3664030,bear canyon mammarenavirus,BCNV,1,192848,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3469976,brazilian mammarenavirus,SBAV,1,2169992,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3436501,cali mammarenavirus,PICHV,1,2169993,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3937512,chapare mammarenavirus,CHAPV,1,499556,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26302966,gairo mammarenavirus,GAIV,1,1535802,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3469108,guanarito mammarenavirus,GTOV,1,45219,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3436481,lassa mammarenavirus,LASV,1,11620,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3469112,latino mammarenavirus,LATV,1,45221,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26302922,loei river mammarenavirus,LORV,1,1437126,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
4035530,lujo mammarenavirus,LUJV,1,649188,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
24333459,luna mammarenavirus,LUAV,1,883876,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26752259,lunk mammarenavirus,LNKV,1,1912901,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3436487,lymphocytic choriomeningitis mammarenavirus,LCMV,1,11623,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3436497,machupo mammarenavirus,MACV,1,11628,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26303038,mariental mammarenavirus,MRLV,1,1642436,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
4097735,merino walk mammarenavirus,MRWV,1,743685,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3486443,mobala mammarenavirus,MOBV,1,55097,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3436499,mopeia mammarenavirus,MOPV,1,11629,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3997611,morogoro mammarenavirus,MORV,1,573900,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26303040,okahandja mammarenavirus,OKAV,1,1642458,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3464980,oliveros mammarenavirus,OLVV,1,42764,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3477265,pirital mammarenavirus,PIRV,1,49891,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26303034,ryukyu mammarenavirus,RYKV,1,2169995,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3469106,serra do navio mammarenavirus,AMAV,1,2169996,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3436503,tacaribe mammarenavirus,TCRV,1,11631,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3469116,tamiami mammarenavirus,TMMV,1,45223,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26302786,wenzhou mammarenavirus,WENV,1,1588685,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
3472147,whitewater arroyo mammarenavirus,WWAV,1,46919,group v,bunyavirales,arenaviridae,mammarenavirus,Mamarn
26205104,longquan loanvirus,,,1980478,group v,bunyavirales,hantaviridae,loanvirus,Loan
26205102,laibin mobatvirus,,,2501380,group v,bunyavirales,hantaviridae,mobatvirus,Mobt
4045315,nova mobatvirus,,,2501381,group v,bunyavirales,hantaviridae,mobatvirus,Mobt
26303148,quezon mobatvirus,QZNV,,2501382,group v,bunyavirales,hantaviridae,mobatvirus,Mobt
2555873,xuan son mobatvirus,,,2555873,group v,bunyavirales,hantaviridae,mobatvirus,Mobt
26302996,adler hantavirus,ADLV,1,1578833,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3953012,altai virus,ALTV,1,517361,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3725788,alto paraguay hantavirus,ALPAV,1,261202,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302950,amga orthohantavirus,MGAV,1,1980455,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3541335,amur virus,AMRV,1,86782,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3471595,andes orthohantavirus,ANDV,1,1980456,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4077862,ape aime-itapua virus,AAIV,1,700375,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3765044,araucaria virus,ARAUV,1,308159,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3953011,artybash virus,ARTV,1,517360,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3991076,asama orthohantavirus,ASAV,1,1980457,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3907869,ash river virus,ARRV,1,466216,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302884,asikkala orthohantavirus,ASIV,1,1980458,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205110,asturias virus,,,2052560,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
24583981,azagny virus,AZGV,1,1001081,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3456588,bayou orthohantavirus,BAYV,1,1980459,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3459597,black creek canal orthohantavirus,BCCV,1,1980460,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302856,boginia virus,,,1246675,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302902,bowe orthohantavirus,BOWV,1,1980461,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26303116,brno virus,,,1744961,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26303092,bruges orthohantavirus,BRGV,1,1980462,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3641981,calabazo virus,,,169174,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3903023,camp ripley virus,CRPLV,1,460676,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3495359,cano delgadito orthohantavirus,CDGV,1,1980463,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3894939,cao bang orthohantavirus,CBNV,1,1980464,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4250804,carrizal virus,,,1000586,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3797990,catacamas virus,,,343870,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3641980,choclo orthohantavirus,CHOV,1,1980465,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302820,dabieshan orthohantavirus,DBSV,1,1980466,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4217989,dahonggou creek virus,DHCV,1,937388,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3437742,dobrava-belgrade orthohantavirus,DOBV,1,1980467,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3452242,el moro canyon orthohantavirus,ELMCV,1,1980468,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26303128,fugong orthohantavirus,FUGV,1,1980469,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3911294,fusong orthohantavirus,FUSV,1,1980470,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302864,gou virus,GOUV,1,1285463,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3436450,hantaan orthohantavirus,HTNV,1,1980471,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302806,hokkaido virus,HOKV,1,1100878,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302878,huangpi virus,HUPV,1,1314972,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4250805,huitzilac virus,,,1000587,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3463805,isla vista hantavirus,ILVV,1,42097,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3725789,itapua hantavirus,,,261204,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3881301,jabora virus,,,436077,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
24580125,jeju orthohantavirus,JJUV,1,1980473,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3907868,jemez springs virus,JMSV,1,466215,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
2050012,jerboa hantavirus,,,2050012,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3876175,juquitiba virus,,,430511,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4114189,kenkeme orthohantavirus,KKMV,1,1980474,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3465211,khabarovsk orthohantavirus,KBRV,1,1980475,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302956,korf virus,,,1519087,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3497225,laguna negra orthohantavirus,LNV,1,1980476,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302880,lianghe virus,LHEV,1,1314973,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3615086,limestone canyon virus,,,139445,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302994,lohja virus,,,1577652,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205318,luxi orthohantavirus,LUXV,1,1980479,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26303154,makokou virus,,,1883431,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205320,maporal orthohantavirus,MAPV,1,1980480,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4039856,maripa hantavirus,,,654422,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
22681635,monongahela hantavirus,,,2259728,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4250803,montano orthohantavirus,MTNV,1,1980481,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302822,mouyassue virus,,,1174522,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3472843,muleshoe hantavirus,,,47301,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205106,necocli orthohantavirus,NECV,1,1980482,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3952288,neomys anomalus hantavirus,,,516542,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3468301,new york hantavirus,,,44755,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3714775,newfound gap hantavirus,,,249190,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4045314,oxbow orthohantavirus,OXBV,1,1980484,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3897026,playa de oro hantavirus,OROV,1,454121,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3455803,prairie vole hantavirus,,,37477,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3436456,prospect hill orthohantavirus,PHV,1,1980485,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3436458,puumala orthohantavirus,PUUV,1,1980486,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
4099241,qian hu shan virus,QHSV,1,745387,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3472149,rio mamore hantavirus,RIOMV,1,46920,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3455314,rio segundo hantavirus,,,37207,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
24583980,rockport orthohantavirus,RKPV,1,1980488,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205328,rodent hantavirus,rodent hantavirus,0,2050013,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3633082,saaremaa hantavirus,SAAV,1,159479,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3810695,sangassou orthohantavirus,SANGV,1,1980489,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302904,sarufutsu virus,,,1405791,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3893898,seewis orhtohantavirus,SWSV,1,2560748,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3436464,seoul orthohantavirus,SEOV,1,1980490,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3960787,serang virus,,,528322,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205330,shrew hantavirus,,,2050014,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3456178,sin nombre orthohantavirus,SNV,1,1980491,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3745764,soochong virus,,,286540,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3952289,sorex araneus hantavirus,sorex araneus hantavirus,0,516543,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3871154,tanganya virus,,,425088,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302876,tatenale virus,,,1313091,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205332,thailand orthohantavirus,THAIV,1,1980492,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302862,tigray hantavirus,tigray hantavirus,0,1268011,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
2560807,tigray orthohantavirus,TIGV,1,2560807,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3534967,topografov hantavirus,TOPV,1,83192,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205336,tula orthohantavirus,TULV,1,1980494,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302992,uurainen virus,,,1577651,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302906,xinyi virus,,,1405799,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302870,xuan son virus,XSV,1,1303862,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26205108,yakeshi orthohantavirus,YKSV,1,1980495,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
26302968,yuanjiang virus,,,1538453,group v,bunyavirales,hantaviridae,orthohantavirus,Orthhnt
3909481,imjin thottimvirus,,,2501369,group v,bunyavirales,hantaviridae,thottimvirus,Thott
26205334,thottopalayam thottimvirus,TMPV,1,2501370,group v,bunyavirales,hantaviridae,thottimvirus,Thott
26531918,artashat orthonairovirus,ARTSV,1,2170061,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
26205212,bat nairovirus,,,1340803,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
26531934,burana orthonairovirus,BURV,1,1980518,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
22682669,chim orthonairovirus,CHIMV,1,2170062,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
3436438,crimean-congo hemorrhagic fever orthonairovirus,CCHFV,1,1980519,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
3436442,dugbe orthonairovirus,DUGV,1,1980521,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
26531970,geran virus,,,1453407,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
3436444,hazara orthonairovirus,HAZV,1,1980522,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
22682273,issyk-kul virus,ISKV,1,1453408,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
22681961,kasokero orthonairovirus,KASOV,1,1980524,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
1980525,keterah orthonairovirus,KTRV,1,1980525,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
26532004,leopards hill virus,,,1381104,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
3665369,nairobi sheep disease orthonairovirus,NSDV,1,1980526,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
22680835,tamdy orthonairovirus,TAMDV,1,2170063,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
3713732,thiafora orthonairovirus,TFAV,1,1980529,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
26532126,uzun agach virus,UZAV,1,1523052,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
2059308,vinegar hill virus,,,2059308,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
22680739,yogue virus,YOGV,,1712572,group v,bunyavirales,nairoviridae,orthonairovirus,Orthnr
3436421,aino orthobunyavirus,AINV,1,2560289,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3512557,akabane orthobunyavirus,AKAV,1,1933178,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3531123,batai orthobunyavirus,BATV,1,2560341,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3452222,bunyamwera orthobunyavirus,BUNV,1,1933179,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3452234,bwamba orthobunyavirus,BWAV,1,35310,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3531109,cache valley orthobunyavirus,CVV,1,2560364,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26531938,calchaqui virus,CQIV,1,1552845,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3452224,california encephalitis orthobunyavirus,CEV,1,1933264,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3816996,calovo virus,,,365047,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
23539124,capim orthobunyavirus,CAPV,1,1933265,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3663424,caraparu orthobunyavirus,CARV,1,1933290,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
22681423,catu orthobunyavirus,CATUV,1,1933269,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3736782,fort sherman orthobunyavirus,FSV,1,2560477,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
23539130,guajara orthobunyavirus,,,1933272,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26329468,guama orthobunyavirus,,,1933273,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3531121,guaroa orthobunyavirus,,,1933274,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3736778,ilesha orthobunyavirus,,,2560528,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632769,ingwavuma orthobunyavirus,INGV,1,2560529,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3452442,jamestown canyon orthobunyavirus,JCV,1,2560532,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3624523,jatobal orthobunyavirus,,,2560533,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3764111,kaeng khoi orthobunyavirus,,,1933275,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3531117,kairi orthobunyavirus,,,1933276,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3452446,keystone orthobunyavirus,KEYV,1,2560538,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3801754,madrid orthobunyavirus,,,1933291,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3531115,main drain orthobunyavirus,,,1933303,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632764,manzanilla orthobunyavirus,,,1933304,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3750838,marituba orthobunyavirus,,,1933307,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632770,mermet orthobunyavirus,,,2560587,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
2544873,ness ziona virus,,,2544873,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
2219998,ntwetwe virus,,,2219998,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3663427,oriboca orthobunyavirus,ORIV,1,1934100,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26531988,oropouche orthobunyavirus,OROV,1,1933309,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632774,peaton orthobunyavirus,,,2560627,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632775,sango orthobunyavirus,,,2560741,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632766,sathuperi orthobunyavirus,SATV,1,159141,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
25865481,schmallenberg orthobunyavirus,SBV,1,2560743,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632773,shamonda orthobunyavirus,SHAV,1,159150,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3632771,shuni orthobunyavirus,SHUV,1,159148,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3452226,simbu orthobunyavirus,SIMV,1,35306,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
4016918,tacaiuma orthobunyavirus,,,611707,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26303030,tataguine orthobunyavirus,,,2560799,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3736784,tensaw orthobunyavirus,,,2560800,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26532122,utinga orthobunyavirus,UTIV,1,2560828,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26532124,utive virus,,,1494668,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
3736787,wyeomyia orthobunyavirus,,,273350,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26532134,zungarococha virus,,,1134389,group v,bunyavirales,peribunyaviridae,orthobunyavirus,OrthBny
26302896,rhinolophus pearsoni bunyavirus,rhinolophus pearsoni bunyavirus,0,1387882,group v,bunyavirales,peribunyaviridae,peribunyaviridae,NA
26531982,heartland banyangvirus,HRTV,1,2560519,group v,bunyavirales,phenuiviridae,banyangvirus,banyg
4015652,gouleako goukovirus,,,1980547,group v,bunyavirales,phenuiviridae,goukovirus,Gouk
4194446,anhanga virus,ANHV,1,904722,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
22681333,bhanja virus,BHAV,1,1213620,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
4194414,bujaru phlebovirus,BUJV,1,1933183,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
25924812,candiru phlebovirus,CDUV,1,1933182,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
4022304,chagres virus,CHGV,1,629727,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
4022312,gabek forest virus,GFV,1,629736,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
4022311,itaporanga virus,ITPV,1,629735,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
26532016,malsoor virus,MalsV,1,1445418,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
3436426,punta toro phlebovirus,PTV,1,1933186,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
3436428,rift valley fever phlebovirus,RVFV,1,1933187,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
4022315,rio grande virus,RGV,1,629740,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
3676287,sandfly fever naples phlebovirus,SFNV,1,1933189,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
3442101,sandfly fever sicilian virus,SFSV,1,28292,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
25865475,sfts phlebovirus,SFTSV,1,1933190,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
26532096,silverwater virus,SILV,1,1564099,group v,bunyavirales,phenuiviridae,phlebovirus,Phleb
26205120,bat bornavirus,bat bornavirus,0,1340806,group v,mononegavirales,bornaviridae,bornaviridae,NA
3437710,borna disease virus,BDV,1,12455,group v,mononegavirales,bornaviridae,bornaviridae,NA
26334994,mammalian 1 orthobornavirus,BoDV-1/2,1,1714619,group v,mononegavirales,bornaviridae,orthobornavirus ,Orthbrn
26302798,mammalian 2 orthobornavirus,VSBV-1,0,1897087,group v,mononegavirales,bornaviridae,orthobornavirus ,Orthbrn
26205314,lloviu cuevavirus,LLOV,1,1513237,group v,mononegavirales,filoviridae,cuevavirus,Ceu
3991856,bundibugyo ebolavirus,BEBOV,1,565995,group v,mononegavirales,filoviridae,ebolavirus,Ebol
3658151,reston ebolavirus,RESTV,1,186539,group v,mononegavirales,filoviridae,ebolavirus,Ebol
3658152,sudan ebolavirus,SUDV,1,186540,group v,mononegavirales,filoviridae,ebolavirus,Ebol
23538934,tai forest ebolavirus,TAFV,1,186541,group v,mononegavirales,filoviridae,ebolavirus,Ebol
3658150,zaire ebolavirus,EBOV,1,186538,group v,mononegavirales,filoviridae,ebolavirus,Ebol
26205174,bat filovirus,bat filovirus,0,1677943,group v,mononegavirales,filoviridae,filoviridae,NA
